0003-0830	HYDROXYUREA
0003-0893	ELIQUIS
0003-0893	apixaban
0003-0895	SOTYKTU
0003-0895	deucravacitinib
0003-1611	BARACLUDE
0003-1611	entecavir
0003-2187	ORENCIA
0003-2187	abatacept
0003-2291	EMPLICITI
0003-2291	elotuzumab
0003-2327	YERVOY
0003-2327	ipilimumab
0003-2560	AZACTAM
0003-2560	AZTREONAM
0003-3622	REYATAZ
0003-3622	ATAZANAVIR
0003-3641	EVOTAZ
0003-3641	atazanavir and cobicistat
0003-3734	OPDIVO
0003-3734	nivolumab
0003-4040	Augtyro
0003-4040	repotrectinib
0003-6335	DROXIA
0003-7125	OPDUALAG
0003-7125	nivolumab and relatlimab-rmbw
0004-0038	Valcyte
0004-0038	valganciclovir
0004-0039	valganciclovir hydrochloride
0004-0259	CellCept
0004-0259	Mycophenolate Mofetil
0004-0298	Mycophenolate Mofetil hydrochloride
0004-0350	Pegasys
0004-0350	peginterferon alfa-2a
0004-0381	FUZEON
0004-0381	Enfuvirtide
0004-0800	Tamiflu
0004-0800	oseltamivir phosphate
0004-0822	Oseltamivir Phosphate
0004-1100	Xeloda
0004-1100	capecitabine
0005-0100	Trumenba
0005-0100	meningococcal group B vaccine
0005-1971	PREVNAR 13
0005-1971	pneumococcal 13-valent conjugate vaccine
0005-2000	Prevnar 20
0005-2000	Pneumococcal 20-valent Conjugate Vaccine
0006-0005	BELSOMRA
0006-0005	suvorexant
0006-0032	STROMECTOL
0006-0032	ivermectin
0006-0078	JANUMET
0006-0078	sitagliptin and metformin hydrochloride
0006-0112	JANUVIA
0006-0112	sitagliptin
0006-0227	ISENTRESS
0006-0227	RALTEGRAVIR
0006-0461	EMEND
0006-0461	aprepitant
0006-0568	ZOLINZA
0006-0568	vorinostat
0006-0575	SITAGLIPTIN and METFORMIN HYDROCHLORIDE
0006-3025	ZINPLAVA
0006-3025	bezlotoxumab
0006-3026	KEYTRUDA
0006-3026	pembrolizumab
0006-3061	FOSAPREPITANT DIMEGLUMINE
0006-3069	PIFELTRO
0006-3069	doravirine
0006-3074	ZEPATIER
0006-3074	elbasvir and grazoprevir
0006-3075	PREVYMIS
0006-3075	LETERMOVIR
0006-3516	PRIMAXIN
0006-3516	imipenem and cilastatin sodium
0006-3822	CANCIDAS
0006-3822	CASPOFUNGIN ACETATE
0006-3843	INVANZ
0006-3843	ertapenem sodium
0006-3856	RECARBRIO
0006-3856	imipenem anhydrous, cilastatin, and relebactam anhydrous
0006-4045	GARDASIL
0006-4045	Human Papillomavirus Quadrivalent (Types 6, 11, 16, and 18) Vaccine, Recombinant
0006-4047	RotaTeq
0006-4047	Rotavirus Vaccine, Live, Oral, Pentavalent
0006-4093	RECOMBIVAX HB
0006-4093	Hepatitis B Vaccine (Recombinant)
0006-4095	VAQTA
0006-4095	hepatitis A vaccine, inactivated
0006-4119	GARDASIL 9
0006-4119	Human Papillomavirus 9-valent Vaccine, Recombinant
0006-4171	ProQuad
0006-4171	Measles, Mumps, Rubella and Varicella Virus Vaccine Live
0006-4175	STERILE DILUENT
0006-4175	Sterile Water
0006-4293	ERVEBO
0006-4293	ZAIRE EBOLAVIRUS (STRAIN KIKWIT-95) ENVELOPE GLYCOPROTEIN
0006-4305	Renflexis
0006-4305	infliximab
0006-4329	VAXNEUVANCE
0006-4329	Pneumococcal 15-valent Conjugate Vaccine CRM197 Protein adsorbed
0006-4681	M-M-R II
0006-4681	measles, mumps, and rubella virus vaccine live
0006-4827	VARIVAX
0006-4827	Varicella Virus Vaccine Live
0006-4837	PNEUMOVAX 23
0006-4837	pneumococcal vaccine polyvalent
0006-4897	PedvaxHIB
0006-4897	Haemophilus b Conjugate Vaccine (Meningococcal Protein Conjugate)
0006-5007	DELSTRIGO
0006-5007	doravirine, lamivudine, and tenofovir disoproxil fumarate
0006-5028	VERQUVO
0006-5028	vericiguat
0006-5055	LAGEVRIO
0006-5055	molnupiravir
0006-5087	WINREVAIR
0006-5087	SOTATERCEPT-CSRK
0006-5331	WELIREG
0006-5331	belzutifan
0006-5363	STEGLATRO
0006-5363	ertugliflozin
0006-5367	STEGLUJAN
0006-5367	ertugliflozin and sitagliptin
0006-5369	SEGLUROMET
0006-5369	ertugliflozin and metformin hydrochloride
0006-5423	BRIDION
0006-5423	sugammadex
0006-5424	ANTIVENIN
0006-5424	Latrodectus mactans
0007-3383	COREG
0007-3383	carvedilol phosphate
0008-0100	Besponsa
0008-0100	inotuzumab ozogamicin
0008-0423	North American Coral Snake Antivenin (Equine)
0008-0423	Coral Snake (Micrurus Fulvius) Immune Globulin Antivenin (Equine)
0008-0833	Effexor
0008-0833	VENLAFAXINE HYDROCHLORIDE
0008-0841	Protonix
0008-0841	PANTOPRAZOLE SODIUM
0008-1030	Rapamune
0008-1030	SIROLIMUS
0008-1123	Duavee
0008-1123	conjugated estrogens/bazedoxifene
0008-1179	Torisel
0008-1179	temsirolimus
0008-1210	Pristiq
0008-1210	desvenlafaxine succinate
0008-4117	Trecator
0008-4117	ethionamide
0008-4510	Mylotarg
0008-4510	gemtuzumab ozogamicin
0008-4990	Tygacil
0008-4990	TIGECYCLINE
0009-0003	SOLU-MEDROL
0009-0003	methylprednisolone sodium succinate
0009-0005	Solu-Cortef
0009-0005	hydrocortisone sodium succinate
0009-0012	CORTEF
0009-0012	hydrocortisone
0009-0017	Halcion
0009-0017	triazolam
0009-0020	Medrol
0009-0020	methylprednisolone
0009-0029	Xanax
0009-0029	alprazolam
0009-0051	Provera
0009-0051	medroxyprogesterone acetate
0009-0085	Depo-Testosterone
0009-0085	testosterone cypionate
0009-0104	Lincocin
0009-0104	lincomycin hydrochloride
0009-0215	PROSTIN
0009-0215	alprostadil
0009-0225	Cleocin Hydrochloride
0009-0225	clindamycin hydrochloride
0009-0260	Colestid
0009-0260	Colestipol Hydrochloride
0009-0271	Depo-Estradiol
0009-0271	estradiol cypionate
0009-0274	Depo-Medrol
0009-0274	methylprednisolone acetate
0009-0352	Glynase
0009-0352	glyburide
0009-0436	R-Gene
0009-0436	Arginine Hydrochloride
0009-0728	Cleocin Phosphate
0009-0728	clindamycin phosphate
0009-0746	Depo-Provera
0009-0760	Cleocin Pediatric
0009-0760	clindamycin palmitate hydrochloride
0009-0856	Hemabate
0009-0856	carboprost tromethamine
0009-3329	Cleocin T
0009-3359	Prepidil
0009-3359	dinoprostone
0009-3448	Cleocin
0009-3701	Caverject
0009-3701	Alprostadil
0009-3794	Corvert
0009-3794	ibutilide fumarate
0009-4541	Detrol
0009-4541	tolterodine tartrate
0009-4709	Depo-SubQ Provera
0009-4992	Zyvox
0009-4992	linezolid
0009-5091	Ellence
0009-5091	epirubicin hydrochloride
0009-5181	Caverject Impulse
0009-5190	Detrol LA
0009-5400	Nicotrol
0009-5400	nicotine
0009-7166	SOMAVERT
0009-7166	pegvisomant
0009-7224	Atgam
0009-7224	EQUINE THYMOCYTE IMMUNE GLOBULIN
0009-7529	Camptosar
0009-7529	irinotecan hydrochloride
0009-7663	Aromasin
0009-7663	exemestane
0013-0101	Azulfidine
0013-0101	Sulfasalazine
0013-0132	Emcyt
0013-0132	estramustine phosphate sodium
0013-1042	Estring
0013-1042	estradiol
0013-1114	Cyklokapron
0013-1114	tranexamic acid
0013-2576	Idamycin PFS
0013-2576	idarubicin hydrochloride
0013-2626	GENOTROPIN
0013-2626	somatropin
0013-5301	Mycobutin
0013-5301	rifabutin
0013-8303	Xalatan
0013-8303	latanoprost
0019-0862	Cysto-Conray II
0019-0862	Iothalamate meglumine
0019-0953	Conray
0019-0953	iothalamate meglumine
0019-1188	SODIUM CHLORIDE
0019-1188	sodium chloride
0019-1323	Optiray
0019-1323	Ioversol
0019-4816	MD GASTROVIEW
0019-4816	diatrizoate meglumine and diatrizoate sodium
0023-0042	TAZORAC
0023-0042	tazarotene
0023-0240	REFRESH P.M.
0023-0240	mineral oil, petrolatum
0023-0312	REFRESH LACRI-LUBE
0023-0403	REFRESH PLUS
0023-0403	carboxymethylcellulose sodium
0023-0506	REFRESH Classic
0023-0506	Polyvinyl Alcohol, Povidone
0023-0798	REFRESH TEARS
0023-1145	BOTOX
0023-1145	onabotulinumtoxinA
0023-2181	Acular
0023-2181	Ketorolac Tromethamine
0023-3110	REFRESH TEARS PF
0023-3110	carboxymethylcellulose sodium, Glycerin
0023-3205	LUMIGAN
0023-3205	bimatoprost
0023-3240	REFRESH OPTIVE
0023-3240	carboxymethylcellulose sodium and glycerin
0023-3348	OZURDEX
0023-3348	dexamethasone
0023-3416	Refresh Optive
0023-3416	Carboxymethylcellulose Sodium, Glycerin
0023-3507	ACUVAIL
0023-3507	ketorolac tromethamine
0023-3615	ZYMAXID
0023-3615	gatifloxacin
0023-3616	LATISSE
0023-3670	ACZONE
0023-3670	dapsone
0023-3782	Refresh Relieva PF Xtra
0023-3782	Carboxymethylcellulose Sodium and Glycerin
0023-3919	BOTOX Cosmetic
0023-4290	LASTACAFT
0023-4290	alcaftadine
0023-4307	REFRESH OPTIVE Advanced
0023-4307	carboxymethylcellulose sodium, glycerin, and polysorbate 80
0023-4491	carboxymethylcellulose sodium, glycerin, polysorbate 80
0023-4515	Refresh RELIEVA PF
0023-4515	Carboxymethylcellulose sodium and Glycerin
0023-4554	REFRESH CELLUVISC
0023-4948	SKIN MEDICA Purifying Foaming Wash
0023-4948	salicylic acid
0023-5301	Restasis MultiDose
0023-5301	cyclosporine
0023-5459	REFRESH OPTIVE Drops
0023-5494	TOTAL DEFENSE REPAIR BROAD SPECTRUM SPF 34 Sunscreen
0023-5494	Octinoxate, Octisalate and Zinc Oxide
0023-5497	TOTAL DEFENSE REPAIR BROAD SPECTRUM SPF 34 Sunscreen (Tinted)
0023-5497	Octinoxate, Octisalate, Titanium dioxide and Zinc Oxide
0023-5675	Essential Defense Mineral Shield Broad Spectrum SPF 32 TINTED Sunscreen
0023-5675	Titanium Dioxide and Zinc Oxide
0023-5703	Essential Defense Mineral Shield Broad Spectrum SPF 35 Sunscreen
0023-5703	Titanium Dioxide and Zinc oxide
0023-5738	Essential Defense Everyday Clear Broad Spectrum SPF 47 Sunscreen
0023-5738	Zinc Oxide and Octinoxate
0023-5773	REFRESH Optive Mega-3
0023-5773	Carboxymethylcellulose sodium, Glycerin and Polysorbate 80
0023-5853	Delzicol
0023-5853	mesalamine
0023-5858	LILETTA
0023-5858	Levonorgestrel
0023-5861	GELNIQUE
0023-5861	oxybutynin chloride
0023-5862	Taytulla
0023-5862	norethindrone acetate and ethinyl estradiol, and ferrous fumarate
0023-5990	Androderm
0023-5990	Testosterone
0023-6082	INFeD
0023-6082	Iron Dextran
0023-6118	Condylox
0023-6118	podofilox
0023-6142	RAPAFLO
0023-6142	silodosin
0023-6150	Crinone
0023-6150	progesterone
0023-6153	OXYTROL
0023-6153	Oxybutynin
0023-6498	UBRELVY
0023-6498	ubrogepant
0023-6630	Refresh Relieva
0023-6630	Carboxymethylcellulose sodium, Glycerin
0023-6634	Refresh Relieva Preservative Free
0023-6934	OcuMend
0023-6934	Arnica Montana and Ledum Palustre Twig
0023-6952	Refresh Digital
0023-6952	Carboxymethylcellulose sodium, Glycerin, Polysorbate 80
0023-6954	Refresh Digital PF
0023-8842	ALOCRIL
0023-8842	nedocromil sodium
0023-9163	RESTASIS
0023-9177	ALPHAGAN P
0023-9177	brimonidine tartrate
0023-9205	REFRESH LIQUIGEL
0023-9205	Carboxymethylcellulose sodium
0023-9211	COMBIGAN
0023-9211	brimonidine tartrate, timolol maleate
0023-9277	ACULAR LS
0023-9637	Oxytrol for Women
0023-9652	DURYSTA
0024-0654	Sarclisa
0024-0654	isatuximab
0024-1171	Plavix
0024-1171	clopidogrel
0024-1596	Primaquine Phosphate
0024-2792	Ferrlecit
0024-2792	sodium ferric gluconate complex
0024-4142	Multaq
0024-4142	Dronedarone
0024-4512	Fexinidazole
0024-5150	Elitek
0024-5150	rasburicase
0024-5401	Ambien
0024-5401	zolpidem tartrate
0024-5761	Soliqua 100/33
0024-5761	insulin glargine and lixisenatide
0024-5824	Jevtana
0024-5824	cabazitaxel
0024-5837	FLOMAX
0024-5837	tamsulosin hydrochloride
0024-5840	ZALTRAP
0024-5840	ziv-aflibercept
0024-5850	Avapro
0024-5850	irbesartan
0024-5855	Avalide
0024-5855	irbesartan and hydrochlorothiazide
0024-5860	Clolar
0024-5860	clofarabine
0024-5862	Mozobil
0024-5862	PLERIXAFOR
0024-5869	TOUJEO
0024-5869	insulin glargine
0024-5871	TOUJEO Max
0024-5901	Praluent
0024-5901	alirocumab
0024-5908	KEVZARA
0024-5908	sarilumab
0024-5911	Dupixent
0024-5911	Dupilumab
0024-5924	ADMELOG
0024-5924	insulin lispro
0025-0061	Lomotil
0025-0061	diphenoxylate hydrochloride and atropine sulfate
0025-0166	Synarel
0025-0166	nafarelin acetate
0025-0325	ABRILADA
0025-0325	adalimumab-afzb
0025-1001	Aldactone
0025-1001	spironolactone
0025-1021	ALDACTAZIDE
0025-1021	spironolactone and hydrochlorothiazide
0025-1381	Daypro
0025-1381	oxaprozin
0025-1411	ARTHROTEC
0025-1411	diclofenac sodium and misoprostol
0025-1451	Cytotec
0025-1451	misoprostol
0025-1515	CELEBREX
0025-1515	Celecoxib
0025-1710	Inspra
0025-1710	eplerenone
0025-1942	Flagyl
0025-1942	metronidazole
0025-2732	Norpace CR
0025-2732	disopyramide phosphate
0025-2752	Norpace
0026-3782	Kogenate FS
0026-3782	Antihemophilic Factor (Recombinant)
0026-3821	Kovaltry
0026-3942	Jivi
0026-3942	Antihemophilic Factor (Recombinant) Pegylated-aucl
0031-0100	Robitussin Maximum Strength Severe Multi-Symptom Cough Cold Flu
0031-0100	acetaminophen, dextromethorphan hydrobromide, guaifenesin
0031-0101	Robitussin Maximum Strength Severe Multi-Symptom Cough Cold Flu Nighttime
0031-0101	acetaminophen, diphenhydramine hcl
0031-2097	Robitussin Elderberry Maximum Strength Cough plus Chest Congestion DM
0031-2097	dextromethorphan HBr, guaifenesin
0031-2098	Childrens Robitussin Elderberry Cough and Chest Congestion DM
0031-8655	Robitussin 12 Hour Cough Relief
0031-8655	dextromethorphan polistirex
0031-8692	Childrens Robitussin Nighttime Cough Long-Acting DM
0031-8692	chlorpheniramine maleate, dextromethorphan hydrobromide
0031-8693	CHILDRENS ROBITUSSIN COUGH AND COLD LONG-ACTING
0031-8693	chlorpheniramine maleate, dextrometrorphan HBr
0031-8694	Childrens Robitussin Cough Long-Acting
0031-8694	dextromethorphan hydrobromide
0031-8702	Childrens Robitussin Cough and Chest Congestion DM
0031-8702	dextromethorphan hydrobromide and guaifenesin
0031-8715	dextromethorphan hydrobromide, guaifenesin
0031-8716	Childrens Robitussin Cough and Cold CF
0031-8716	dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride
0031-8718	Robitussin Maximum Strength Nighttime Cough DM
0031-8718	dextromethorphan hydrobromide, doxylamine succinate
0031-8719	Robitussin Maximum Strength Cough Plus Chest Congestion DM
0031-8725	Childrens Robitussin 12 Hour Cough Relief
0031-8739	ROBITUSSIN MAXIMUM STRENGTH COUGH PLUS CHEST CONGESTION DM
0031-8742	Robitussin Peak Cold Multi-Symptom Cold
0031-8743	ROBITUSSIN LONG-ACTING COUGHGELS
0031-8744	Robitussin Maximum Strength Severe Multi-Symptom 7 in 1 Relief Nighttime
0031-8744	acetaminophen, dextromethorphan hydrobromide, and doxylamine succinate
0031-8750	Robitussin Maximum Strength Severe Cough Plus Sore Throat
0031-8750	acetaminophen, dextromethorphan hydrobromide
0031-8751	Robitussin Severe Multi-Symptom Cough Cold Flu
0031-8751	acetaminophen, dextromethorphan hydrobromide, guaifenesin, phenylephrine hydrochloride
0031-8752	Robitussin Severe Multi-Symptom Cough Cold Flu Nighttime
0031-8752	acetaminophen, diphenhydramine hydrochloride, phenylephrine hydrochloride
0031-8756	Robitussin Honey Maximum Strength Cough and Chest Congestion DM
0031-8757	ROBITUSSIN COUGH PLUS CHEST CONGESTION DM
0031-8758	Robitussin Honey Maximum Strength Nighttime Cough DM
0031-8758	dextromethorphan HBr, doxylamine succinate
0031-8759	Robitussin Sugar-Free Dye-Free Cough Plus Chest Congestion DM
0031-8760	Childrens Robitussin Honey Cough and Chest Congestion DM
0031-8762	Childrens Robitussin Honey Nighttime Cough DM
0031-8762	dextromethorphan hbr, doxylamine succinate
0031-8765	Robitussin Maximum Strength 12 Hour Cough and Mucus Relief
0031-8765	Dextromethorphan Hydrobromide, Guaifenesin
0031-8770	Robitussin Honey Severe Cough, Flu Plus Sore Throat Nighttime
0031-8770	acetaminophen and diphenhydramine hydrochloride
0031-8771	Robitussin Honey Severe Cough, Flu Plus Sore Throat
0031-8771	acetaminophen, dextromethorphan hbr
0031-9301	Robitussin Direct Sore Throat Pain
0031-9301	acetaminophen
0031-9302	Robitussin Direct Cough
0031-9303	Robitussin Direct Chest Congestion
0031-9303	guaifenesin
0031-9305	Robitussin Direct Stuffy Nose
0031-9305	Phenylephrine hcl
0031-9306	Robitussin Medi-Soothers
0031-9306	dextromethorphan hydrobromide, menthol
0032-0045	Creon
0032-0045	Pancrelipase
0037-0022	sfRowasa
0037-0066	Rowasa
0037-0245	DYMISTA
0037-0245	Azelastine Hydrochloride and Fluticasone Propionate
0037-0430	Felbatol
0037-0430	felbamate
0037-0678	Gastrocrom
0037-0678	cromolyn sodium
0037-2001	Soma
0037-2001	Carisoprodol
0037-4401	Depen
0037-4401	Penicillamine
0037-4801	ELESTRIN
0037-4801	ESTRADIOL
0037-6010	Edluar
0037-6010	Zolpidem Tartrate
0037-6321	URELLE
0037-6321	hyoscyamine sulfate, methenamine, methylene blue, phenyl salicylate, and sodium phosphate, monobasic, monohydrate
0037-6822	PROCTOFOAM
0037-6822	pramoxine hydrochloride hydrocortisone acetate
0037-6823	pramoxine hydrochloride
0037-6824	EPIFOAM
0037-6824	pramoxine hydrochloride and hydrocortisone acetate
0037-6830	Cortifoam
0037-6830	hydrocortisone acetate
0037-6860	Dipentum
0037-6860	olsalazine sodium
0046-0749	Premarin
0046-0749	CONJUGATED ESTROGENS
0046-0872	conjugated estrogens
0046-1100	estrogens, conjugated
0046-1105	Prempro
0046-1105	conjugated estrogens and medroxyprogesterone acetate
0046-2575	Premphase
0049-0013	UNASYN
0049-0013	ampicillin sodium and sulbactam sodium
0049-0050	Zoloft
0049-0050	sertraline hydrochloride
0049-0056	Geodon
0049-0056	ziprasidone hydrochloride
0049-0114	ERAXIS
0049-0114	anidulafungin
0049-0174	Glucotrol
0049-0174	glipizide
0049-0352	ziprasidone
0049-0420	Pfizerpen
0049-0420	penicillin G potassium
0049-2040	Cardura
0049-2040	doxazosin
0049-2330	Relpax
0049-2330	eletriptan hydrobromide
0049-3160	VFEND
0049-3160	voriconazole
0049-3190	Voriconazole
0049-3420	Diflucan
0049-3420	fluconazole
0049-3920	ziprasidone mesylate
0049-4190	VORICONAZOLE
0051-8462	Androgel
0052-0313	Follistim AQ
0052-0313	follitropin
0052-0315	Pregnyl
0052-0315	CHORIOGONADOTROPIN ALFA
0052-0602	TICE BCG
0052-0602	BACILLUS CALMETTE-GUERIN
0052-0603	BCG VACCINE
0052-0603	BACILLUS CALMETTE-GUERIN SUBSTRAIN TICE LIVE ANTIGEN
0053-0100	HEMGENIX
0053-0100	etranacogene dezaparvovec
0053-7201	Zemaira
0053-7201	alpha-1-proteinase inhibitor human
0053-7202	ZEMAIRA
0053-7202	.ALPHA.1-PROTEINASE INHIBITOR HUMAN
0054-0007	Calcitriol
0054-0010	Flecainide Acetate
0054-0010	flecainide acetate
0054-0017	PredniSONE
0054-0020	Lithium Carbonate
0054-0025	Mefloquine Hydrochloride
0054-0025	mefloquine hydrochloride
0054-0045	Ipratropium Bromide
0054-0057	Digoxin
0054-0062	Citalopram
0054-0064	Ondansetron Hydrochloride
0054-0077	Torsemide
0054-0079	Balsalazide Disodium
0054-0080	Exemestane
0054-0084	Zaleplon
0054-0088	Calcium Acetate
0054-0106	Ramipril
0054-0137	Galantamine Hydrobromide
0054-0140	Acarbose
0054-0176	Buprenorphine HCl
0054-0188	buprenorphine hydrochloride and naloxone hydrochloride dihydrate
0054-0199	Oxcarbazepine
0054-0210	Protriptyline Hydrochloride
0054-0220	Quetiapine Fumarate
0054-0235	Morphine Sulfate
0054-0243	Codeine sulfate
0054-0243	codeine sulfate
0054-0254	Irbesartan and Hydrochlorothiazide
0054-0273	Imipramine Pamoate
0054-0278	Naratriptan
0054-0282	Alendronate Sodium
0054-0283	Oxymorphone Hydrochloride
0054-0283	oxymorphone hydrochloride
0054-0319	Linezolid
0054-0326	fluticasone propionate and salmeterol
0054-0334	Cevimeline Hydrochloride
0054-0370	Lisdexamfetamine Dimesylate
0054-0370	lisdexamfetamine dimesylate
0054-0382	Cyclophosphamide
0054-0386	Hydromorphone Hydrochloride
0054-0386	hydromorphone hydrochloride
0054-0389	Methamphetamine Hydrochloride
0054-0390	oxycodone hydrochloride
0054-0391	Methadone Hydrochloride
0054-0399	Bexarotene
0054-0399	bexarotene
0054-0400	Desvenlafaxine
0054-0413	Febuxostat
0054-0425	Rufinamide
0054-0427	flucytosine
0054-0438	LEVORPHANOL TARTRATE
0054-0449	posaconazole
0054-0470	Everolimus
0054-0508	Icosapent Ethyl
0054-0548	Lidocaine Viscous
0054-0548	Lidocaine Hydrochloride
0054-0576	Deferiprone
0054-0622	Dicyclomine Hydrochloride
0054-0639	Methylergonovine Maleate
0054-0650	Butalbital, Acetaminophen, Caffeine and Codeine Phosphate
0054-0652	Vigabatrin
0054-0668	Alvimopan
0054-0702	Vigabatrin for oral solution USP, 500 mg
0054-0709	METHADONE HYDROCHLORIDE
0054-0742	Albuterol Sulfate
0054-0748	Dicyclomine hydrochloride
0054-3068	Alprazolam
0054-3090	Butorphanol Tartrate
0054-3176	Dexamethasone Intensol
0054-3177	Dexamethasone
0054-3185	Diazepam Intensol
0054-3188	Diazepam
0054-3194	Diphenoxylate Hydrochloride and Atropine Sulfate
0054-3270	Fluticasone Propionate
0054-3294	Furosemide
0054-3532	Lorazepam
0054-3545	Meperidine Hydrochloride
0054-3566	Midazolam Hydrochloride
0054-3630	Naproxen
0054-3721	PredniSONE Intensol
0054-3727	Propranolol Hydrochloride
0054-4146	Clotrimazole
0054-4496	Leucovorin Calcium
0054-4538	DISKETS
0054-4550	Methotrexate Sodium
0054-4581	Mercaptopurine
0054-4858	Triazolam
0054-9628	sodium oxybate
0065-0023	MIOSTAT
0065-0023	carbachol
0065-0085	Naphcon A
0065-0085	naphazoline hydrochloride and pheniramine maleate
0065-0092	FLUORESCITE
0065-0092	fluorescein sodium
0065-0246	Betoptic S
0065-0246	betaxolol hydrochloride
0065-0303	Isopto Atropine
0065-0303	atropine sulfate
0065-0355	Mydriacyl
0065-0355	tropicamide
0065-0359	Cyclomydril
0065-0359	cyclopentolate hydrochloride and phenylephrine hydrochloride
0065-0395	Cyclogyl
0065-0395	cyclopentolate hydrochloride
0065-0408	Alcon Tears Lubricant Eye Drops
0065-0408	hypromellose 2910
0065-0411	Betadine
0065-0411	povidone-iodine
0065-0419	BION TEARS
0065-0419	Dextran, Hypromellose
0065-0426	GenTeal Tears (Moderate)
0065-0426	Dextran 70, Glycerin, Hypromellose
0065-0429	Systane Lubricant
0065-0429	polyethylene glycol 400 and Propylene Glycol
0065-0431	Systane
0065-0431	polyethylene glycol and propylene glycol
0065-0454	polyethylene glycol 400 and propylene glycol
0065-0474	hypromellose
0065-0481	Systane COMPLETE
0065-0481	propylene glycol
0065-0509	Systane Nighttime
0065-0509	mineral oil and white petrolatum
0065-0518	GenTeal
0065-0518	mineral oil, white petrolatum
0065-0530	Eye Stream
0065-0530	purified water
0065-0543	TRIESENCE
0065-0543	triamcinolone acetonide
0065-0741	Tetracaine Hydrochloride
0065-0741	tetracaine hydrochloride
0065-0795	BSS
0065-0795	balanced salt solution
0065-0800	BSS PLUS
0065-0800	balanced salt solution enriched with bicarbonate, dextrose, and glutathione
0065-0816	PATADAY ONCE DAILY RELIEF
0065-0816	OLOPATADINE HYDROCHLORIDE
0065-1431	Systane Ultra
0065-1431	Polyethylene Glycol 400 and Propylene Glycol
0065-1433	Systane Balance
0065-1437	SYSTANE HYDRATION PF PRESERVATIVE FREE
0065-1502	Systane Day and Night Value Pack
0065-1502	Polyethylene Glycol 400, Propylene Glycol 0.3%
0065-1507	Systane Ultra Preservative Free
0065-1509	Systane COMPLETE PF
0065-4011	Zaditor
0065-4011	ketotifen fumarate
0065-4147	SIMBRINZA
0065-4147	brinzolamide/brimonidine tartrate
0065-4274	PATADAY TWICE A DAY RELIEF
0065-8063	GenTeal Tears Moderate Preservative Free
0065-8063	dextran 70, hypromellose 2910
0065-8064	GenTeal Tears
0065-8064	Hypromellose
0065-8067	GenTeal Tears Gel Drops
0067-0100	Theraflu Severe Cold Relief Daytime
0067-0100	ACETAMINOPHEN, DEXTROMETHORPHAN HBr
0067-0101	Theraflu Severe Cold Relief Nighttime
0067-0101	ACETAMINOPHEN, DIPHENHYDRAMINE HCl
0067-0103	Theraflu Severe Cold Relief Daytime Honey Ginger
0067-0104	Theraflu
0067-0104	Acetaminophen, Dextromethorphan HBr, Guaifenesin
0067-0105	Acetaminophen, Diphenhydramine HCl
0067-0106	Theraflu Severe Cold Relief Daytime Berry Burst
0067-0117	Gas-X
0067-0117	Simethicone
0067-0118	Calcium carbonate, Simethicone
0067-0122	acetaminophen, dextromethorphan hbr, diphenhydramine hcl
0067-2000	Excedrin
